Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Gift Card,Status
"a-line-wool-skirt","","","","","","","Size","XL","Color","Верблюд","yn-012-C4A484-xl",8,deny,manual,6800.00,"",TRUE,TRUE,"","",FALSE,""
"a-line-wool-skirt","","","","","","","","","","","","","","","","","","","https://images.unsplash.com/photo-1572804013427-4d7ca7268217?auto=format&fit=crop&w=1200&q=80",2,"",""
"midi-leather-skirt","Шкіряна міді-спідниця","<p>Пряма міді-спідниця з м'якої шкіри. Легка вага, точна довжина.</p><p><strong>Матеріали:</strong> 100% шкіра ягняти.</p><p><strong>Догляд:</strong> Протирати м'якою сухою тканиною. Уникати вологи та прямого сонця.</p>","YANELLE","skirts","new, limited, limited, skirts",TRUE,"Size","XS","Color","Чорний","yn-013-1A1A1A-xs",3,deny,manual,9800.00,"",TRUE,TRUE,"https://images.unsplash.com/photo-1515886657613-9f3515b0c78f?auto=format&fit=crop&w=1200&q=80",1,FALSE,active
"midi-leather-skirt","","","","","","","Size","S","Color","Чорний","yn-013-1A1A1A-s",3,deny,manual,9800.00,"",TRUE,TRUE,"","",FALSE,""
"midi-leather-skirt","","","","","","","Size","M","Color","Чорний","yn-013-1A1A1A-m",5,deny,manual,9800.00,"",TRUE,TRUE,"","",FALSE,""
"midi-leather-skirt","","","","","","","Size","L","Color","Чорний","yn-013-1A1A1A-l",3,deny,manual,9800.00,"",TRUE,TRUE,"","",FALSE,""
"midi-leather-skirt","","","","","","","Size","XL","Color","Чорний","yn-013-1A1A1A-xl",3,deny,manual,9800.00,"",TRUE,TRUE,"","",FALSE,""
"midi-leather-skirt","","","","","","","Size","XS","Color","Еспресо","yn-013-3C2415-xs",3,deny,manual,9800.00,"",TRUE,TRUE,"","",FALSE,""
"midi-leather-skirt","","","","","","","Size","S","Color","Еспресо","yn-013-3C2415-s",3,deny,manual,9800.00,"",TRUE,TRUE,"","",FALSE,""
"midi-leather-skirt","","","","","","","Size","M","Color","Еспресо","yn-013-3C2415-m",5,deny,manual,9800.00,"",TRUE,TRUE,"","",FALSE,""
"midi-leather-skirt","","","","","","","Size","L","Color","Еспресо","yn-013-3C2415-l",3,deny,manual,9800.00,"",TRUE,TRUE,"","",FALSE,""
"midi-leather-skirt","","","","","","","Size","XL","Color","Еспресо","yn-013-3C2415-xl",3,deny,manual,9800.00,"",TRUE,TRUE,"","",FALSE,""
"midi-leather-skirt","","","","","","","","","","","","","","","","","","","https://images.unsplash.com/photo-1509631179647-0177331693ae?auto=format&fit=crop&w=1200&q=80",2,"",""
"structured-tote","Структурована тоут-сумка","<p>Тоут з жорсткою формою з італійської шкіри. Вміщує день без компромісів.</p><p><strong>Матеріали:</strong> 100% італійська шкіра. Фурнітура з палладію.</p><p><strong>Догляд:</strong> Протирати м'якою сухою тканиною. Уникати вологи та прямого сонця.</p>","YANELLE","bags","featured, bags",TRUE,"Size","One Size","Color","Чорний","yn-014-1A1A1A-onesize",10,deny,manual,18500.00,"",TRUE,TRUE,"https://images.unsplash.com/photo-1584917865442-de89df76afd3?auto=format&fit=crop&w=1200&q=80",1,FALSE,active
"structured-tote","","","","","","","Size","One Size","Color","Верблюд","yn-014-C4A484-onesize",10,deny,manual,18500.00,"",TRUE,TRUE,"","",FALSE,""
"structured-tote","","","","","","","Size","One Size","Color","Камінь","yn-014-A8A29E-onesize",10,deny,manual,18500.00,"",TRUE,TRUE,"","",FALSE,""
"structured-tote","","","","","","","","","","","","","","","","","","","https://images.unsplash.com/photo-1590874103328-eac38a67429a?auto=format&fit=crop&w=1200&q=80",2,"",""
"soft-hobo-bag","М'яка сумка-хобо","<p>М'який хобо з зернистої шкіри. Спадний силует і довгий ремінь.</p><p><strong>Матеріали:</strong> 100% зерниста шкіра теляти.</p><p><strong>Догляд:</strong> Протирати м'якою сухою тканиною. Уникати вологи та прямого сонця.</p>","YANELLE","bags","new, bags",TRUE,"Size","One Size","Color","Еспресо","yn-015-3C2415-onesize",10,deny,manual,14200.00,"",TRUE,TRUE,"https://images.unsplash.com/photo-1584917865442-de89df76afd3?auto=format&fit=crop&w=1200&q=80",1,FALSE,active
"soft-hobo-bag","","","","","","","Size","One Size","Color","Чорний","yn-015-1A1A1A-onesize",10,deny,manual,14200.00,"",TRUE,TRUE,"","",FALSE,""
"soft-hobo-bag","","","","","","","","","","","","","","","","","","","https://images.unsplash.com/photo-1566150905458-1bf1fc113f0d?auto=format&fit=crop&w=1200&q=80",2,"",""
"mini-crossbody","Міні-кросбоді","<p>Компактна кросбоді з регульованим ременем. Для рук, що залишаються вільними.</p><p><strong>Матеріали:</strong> 100% гладка шкіра теляти.</p><p><strong>Догляд:</strong> Протирати м'якою сухою тканиною. Уникати вологи та прямого сонця.</p>","YANELLE","bags","new, featured, bags",TRUE,"Size","One Size","Color","Чорний","yn-016-1A1A1A-onesize",10,deny,manual,9800.00,"",TRUE,TRUE,"https://images.unsplash.com/photo-1591561954557-26941169b49e?auto=format&fit=crop&w=1200&q=80",1,FALSE,active
"mini-crossbody","","","","","","","Size","One Size","Color","Коньяк","yn-016-8B4513-onesize",10,deny,manual,9800.00,"",TRUE,TRUE,"","",FALSE,""
"mini-crossbody","","","","","","","Size","One Size","Color","Пісок","yn-016-D4C4A8-onesize",10,deny,manual,9800.00,"",TRUE,TRUE,"","",FALSE,""
"mini-crossbody","","","","","","","","","","","","","","","","","","","https://images.unsplash.com/photo-1584917865442-de89df76afd3?auto=format&fit=crop&w=1200&q=80",2,"",""
"evening-clutch","Вечірній клатч","<p>Плоский клатч з сатиновою підкладкою. Обмежена серія ательє.</p><p><strong>Матеріали:</strong> 100% шкіра. Підкладка: шовковий сатин.</p><p><strong>Догляд:</strong> Протирати м'якою сухою тканиною. Уникати вологи та прямого сонця.</p>","YANELLE","bags","limited, limited, bags",TRUE,"Size","One Size","Color","Чорний","yn-017-1A1A1A-onesize",5,deny,manual,11200.00,"",TRUE,TRUE,"https://images.unsplash.com/photo-1590874103328-eac38a683ce7?auto=format&fit=crop&w=1200&q=80",1,FALSE,active
"evening-clutch","","","","","","","Size","One Size","Color","Шампань","yn-017-E8D5B7-onesize",5,deny,manual,11200.00,"",TRUE,TRUE,"","",FALSE,""
"evening-clutch","","","","","","","","","","","","","","","","","","","https://images.unsplash.com/photo-1590874103328-eac38a67429a?auto=format&fit=crop&w=1200&q=80",2,"",""
"classic-shoulder-bag","Класична сумка на плече","<p>Сумка середнього розміру з коротким ременем. Вічна форма.</p><p><strong>Матеріали:</strong> 100% італійська шкіра.</p><p><strong>Догляд:</strong> Протирати м'якою сухою тканиною. Уникати вологи та прямого сонця.</p>","YANELLE","bags","sale, bags",TRUE,"Size","One Size","Color","Тауп","yn-018-8B7E74-onesize",10,deny,manual,12800.00,15900.00,TRUE,TRUE,"https://images.unsplash.com/photo-1594633312681-425c7b97ccd1?auto=format&fit=crop&w=1200&q=80",1,FALSE,active
"classic-shoulder-bag","","","","","","","Size","One Size","Color","Чорний","yn-018-1A1A1A-onesize",10,deny,manual,12800.00,15900.00,TRUE,TRUE,"","",FALSE,""
"classic-shoulder-bag","","","","","","","","","","","","","","","","","","","https://images.unsplash.com/photo-1584917865442-de89df76afd3?auto=format&fit=crop&w=1200&q=80",2,"",""
"slim-leather-belt","Тонкий шкіряний ремінь","<p>Тонкий ремінь з гладкої шкіри з мінімалістичною пряжкою.</p><p><strong>Матеріали:</strong> 100% шкіра теляти. Пряжка: латунь з покриттям.</p><p><strong>Догляд:</strong> Протирати м'якою сухою тканиною. Уникати вологи та прямого сонця.</p>","YANELLE","belts","belts",TRUE,"Size","70","Color","Чорний","yn-019-1A1A1A-70",8,deny,manual,4200.00,"",TRUE,TRUE,"https://images.unsplash.com/photo-1553062407-98eeb64c6a62?auto=format&fit=crop&w=1200&q=80",1,FALSE,active
"slim-leather-belt","","","","","","","Size","75","Color","Чорний","yn-019-1A1A1A-75",8,deny,manual,4200.00,"",TRUE,TRUE,"","",FALSE,""
"slim-leather-belt","","","","","","","Size","80","Color","Чорний","yn-019-1A1A1A-80",8,deny,manual,4200.00,"",TRUE,TRUE,"","",FALSE,""
"slim-leather-belt","","","","","","","Size","85","Color","Чорний","yn-019-1A1A1A-85",8,deny,manual,4200.00,"",TRUE,TRUE,"","",FALSE,""
"slim-leather-belt","","","","","","","Size","90","Color","Чорний","yn-019-1A1A1A-90",8,deny,manual,4200.00,"",TRUE,TRUE,"","",FALSE,""
"slim-leather-belt","","","","","","","Size","70","Color","Коньяк","yn-019-8B4513-70",8,deny,manual,4200.00,"",TRUE,TRUE,"","",FALSE,""
"slim-leather-belt","","","","","","","Size","75","Color","Коньяк","yn-019-8B4513-75",8,deny,manual,4200.00,"",TRUE,TRUE,"","",FALSE,""
"slim-leather-belt","","","","","","","Size","80","Color","Коньяк","yn-019-8B4513-80",8,deny,manual,4200.00,"",TRUE,TRUE,"","",FALSE,""
"slim-leather-belt","","","","","","","Size","85","Color","Коньяк","yn-019-8B4513-85",8,deny,manual,4200.00,"",TRUE,TRUE,"","",FALSE,""
"slim-leather-belt","","","","","","","Size","90","Color","Коньяк","yn-019-8B4513-90",8,deny,manual,4200.00,"",TRUE,TRUE,"","",FALSE,""
"slim-leather-belt","","","","","","","","","","","","","","","","","","","https://images.unsplash.com/photo-1624222247344-550fb60583fd?auto=format&fit=crop&w=1200&q=80",2,"",""
"sculptural-buckle-belt","Ремінь зі скульптурною пряжкою","<p>Широкий ремінь зі скульптурною пряжкою. Обмежена серія.</p><p><strong>Матеріали:</strong> 100% шкіра. Пряжка: полірований палладій.</p><p><strong>Догляд:</strong> Протирати м'якою сухою тканиною. Уникати вологи та прямого сонця.</p>","YANELLE","belts","limited, limited, belts",TRUE,"Size","70","Color","Чорний","yn-020-1A1A1A-70",3,deny,manual,5800.00,"",TRUE,TRUE,"https://images.unsplash.com/photo-1624222247344-550fb60583fd?auto=format&fit=crop&w=1200&q=80",1,FALSE,active
"sculptural-buckle-belt","","","","","","","Size","75","Color","Чорний","yn-020-1A1A1A-75",3,deny,manual,5800.00,"",TRUE,TRUE,"","",FALSE,""
"sculptural-buckle-belt","","","","","","","Size","80","Color","Чорний","yn-020-1A1A1A-80",3,deny,manual,5800.00,"",TRUE,TRUE,"","",FALSE,""
"sculptural-buckle-belt","","","","","","","Size","85","Color","Чорний","yn-020-1A1A1A-85",3,deny,manual,5800.00,"",TRUE,TRUE,"","",FALSE,""
"sculptural-buckle-belt","","","","","","","Size","90","Color","Чорний","yn-020-1A1A1A-90",3,deny,manual,5800.00,"",TRUE,TRUE,"","",FALSE,""
"sculptural-buckle-belt","","","","","","","Size","70","Color","Еспресо","yn-020-3C2415-70",3,deny,manual,5800.00,"",TRUE,TRUE,"","",FALSE,""
"sculptural-buckle-belt","","","","","","","Size","75","Color","Еспресо","yn-020-3C2415-75",3,deny,manual,5800.00,"",TRUE,TRUE,"","",FALSE,""
"sculptural-buckle-belt","","","","","","","Size","80","Color","Еспресо","yn-020-3C2415-80",3,deny,manual,5800.00,"",TRUE,TRUE,"","",FALSE,""
"sculptural-buckle-belt","","","","","","","Size","85","Color","Еспресо","yn-020-3C2415-85",3,deny,manual,5800.00,"",TRUE,TRUE,"","",FALSE,""
"sculptural-buckle-belt","","","","","","","Size","90","Color","Еспресо","yn-020-3C2415-90",3,deny,manual,5800.00,"",TRUE,TRUE,"","",FALSE,""
"sculptural-buckle-belt","","","","","","","","","","","","","","","","","","","https://images.unsplash.com/photo-1553062407-98eeb64c6a62?auto=format&fit=crop&w=1200&q=80",2,"",""
"cashmere-scarf","Кашеміровий шарф","<p>Великий шарф з монгольського кашеміру. Легкість і тепло без ваги.</p><p><strong>Матеріали:</strong> 100% монгольський кашемір.</p><p><strong>Догляд:</strong> Делікатне прання вручну в холодній воді. Сушити горизонтально.</p>","YANELLE","scarves","new, featured, scarves",TRUE,"Size","One Size","Color","Верблюд","yn-021-C4A484-onesize",10,deny,manual,6500.00,"",TRUE,TRUE,"https://images.unsplash.com/photo-1553062407-98eeb64c6a62?auto=format&fit=crop&w=1200&q=80",1,FALSE,active
"cashmere-scarf","","","","","","","Size","One Size","Color","М'який білий","yn-021-FAF8F5-onesize",10,deny,manual,6500.00,"",TRUE,TRUE,"","",FALSE,""
"cashmere-scarf","","","","","","","Size","One Size","Color","Камінь","yn-021-A8A29E-onesize",10,deny,manual,6500.00,"",TRUE,TRUE,"","",FALSE,""
"cashmere-scarf","","","","","","","","","","","","","","","","","","","https://images.unsplash.com/photo-1601924994987-69e26d50dc26?auto=format&fit=crop&w=1200&q=80",2,"",""
"silk-square-scarf","Шовкова хустка","<p>Квадратна хустка з друкованого шовку. Абстрактний мотив у стриманих тонах.</p><p><strong>Матеріали:</strong> 100% шовк.</p><p><strong>Догляд:</strong> Лише хімчистка. Зберігати на плічках у чохлі.</p>","YANELLE","scarves","limited, limited, scarves",TRUE,"Size","One Size","Color","Шампань","yn-022-E8D5B7-onesize",5,deny,manual,4800.00,"",TRUE,TRUE,"https://images.unsplash.com/photo-1601924994987-69e26d50dc26?auto=format&fit=crop&w=1200&q=80",1,FALSE,active
"silk-square-scarf","","","","","","","Size","One Size","Color","Олива","yn-022-6B705C-onesize",5,deny,manual,4800.00,"",TRUE,TRUE,"","",FALSE,""
"silk-square-scarf","","","","","","","","","","","","","","","","","","","https://images.unsplash.com/photo-1553062407-98eeb64c6a62?auto=format&fit=crop&w=1200&q=80",2,"",""
"bifold-wallet","Гаманець біфолд","<p>Компактний біфолд з італійської шкіри. Тонкий профіль, точні кишені.</p><p><strong>Матеріали:</strong> 100% італійська шкіра.</p><p><strong>Догляд:</strong> Протирати м'якою сухою тканиною. Уникати вологи та прямого сонця.</p>","YANELLE","wallets","wallets",TRUE,"Size","One Size","Color","Чорний","yn-023-1A1A1A-onesize",10,deny,manual,5200.00,"",TRUE,TRUE,"https://images.unsplash.com/photo-1627123424574-724758594e93?auto=format&fit=crop&w=1200&q=80",1,FALSE,active
"bifold-wallet","","","","","","","Size","One Size","Color","Коньяк","yn-023-8B4513-onesize",10,deny,manual,5200.00,"",TRUE,TRUE,"","",FALSE,""
"bifold-wallet","","","","","","","","","","","","","","","","","","","https://images.unsplash.com/photo-1553062407-98eeb64c6a62?auto=format&fit=crop&w=1200&q=80",2,"",""
"architectural-sunglasses","Архітектурні окуляри","<p>Окуляри з ацетату з мінімалістичною формою. UV400, обмежена серія.</p><p><strong>Матеріали:</strong> Італійський ацетат. Лінзи: мінеральне скло з UV400.</p><p><strong>Догляд:</strong> Зберігати у футлярі. Чистити м'якою тканиною.</p>","YANELLE","eyewear","limited, new, featured, limited, eyewear",TRUE,"Size","One Size","Color","Чорний","yn-024-1A1A1A-onesize",5,deny,manual,7200.00,"",TRUE,TRUE,"https://images.unsplash.com/photo-1572635196237-14b3f281503f?auto=format&fit=crop&w=1200&q=80",1,FALSE,active
"architectural-sunglasses","","","","","","","Size","One Size","Color","Черепаховий","yn-024-8B5A2B-onesize",5,deny,manual,7200.00,"",TRUE,TRUE,"","",FALSE,""
"architectural-sunglasses","","","","","","","","","","","","","","","","","","","https://images.unsplash.com/photo-1572635196237-14b3f281503f?auto=format&fit=crop&w=1200&q=80",2,"",""
